battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT008597,LG Chem,NMC,91.21,537,17.82,1.938,1.024,58.26,4.8,0.408,1.19,90.37
BAT008598,Panasonic,NMC,57.0,1300,20.45,1.316,1.155,55.75,,0.426,6.69,71.68
BAT008599,LG Chem,NMC,47.42,748,27.03,1.48,0.556,39.74,3.9,0.384,2.63,83.32
BAT008600,CATL,NMC,80.43,73,28.85,0.762,1.651,57.47,0.2,0.291,2.29,94.65
BAT008601,LG Chem,NMC,83.72,495,35.27,1.395,1.47,,0.1,,1.05,90.91
BAT008602,BYD,NMC,104.52,359,19.14,0.747,0.5,,4.1,0.369,1.64,92.38
BAT008603,BYD,NMC,54.27,521,30.08,0.618,1.258,62.76,11.9,0.144,1.61,88.57
BAT008604,Tesla,NCA,72.98,1281,12.96,0.875,,38.99,0.2,0.272,0.98,78.38
BAT008605,LG Chem,NMC,92.43,726,27.45,0.5,0.5,49.02,1.3,0.096,0.52,92.02
BAT008606,LG Chem,NMC,76.81,485,14.41,1.62,0.865,83.16,1.1,0.205,0.4,95.75
BAT008607,CATL,NCA,72.07,50,16.42,1.153,1.132,63.16,2.2,,0.94,97.56
BAT008608,,,86.85,473,30.27,0.5,0.909,68.55,5.5,0.064,6.23,83.81
BAT008609,CATL,LFP,66.01,650,26.07,0.932,0.721,64.28,7.7,0.095,2.75,90.58
BAT008610,BYD,NMC,87.77,1041,22.78,0.5,0.61,56.91,1.3,0.086,0.63,85.72
BAT008611,LG Chem,NMC,56.2,411,15.24,1.029,1.054,51.7,2.3,,0.68,86.8
BAT008612,Samsung SDI,LFP,52.21,,45.98,1.317,1.022,51.4,1.2,0.41,0.23,83.93
BAT008613,Samsung SDI,LFP,70.9,50,25.61,0.692,1.254,44.41,10.4,,0.22,99.39
BAT008614,Tesla,NMC,40.0,789,30.06,0.98,1.089,54.64,0.6,0.16,,86.64
BAT008615,Panasonic,NMC,76.27,588,12.84,0.5,1.379,56.89,8.6,0.103,0.92,92.28
BAT008616,Samsung SDI,NCA,49.01,786,29.34,1.694,1.672,58.88,11.1,0.256,0.1,88.14
BAT008617,,NMC,79.24,516,21.2,1.668,1.738,42.13,0.6,0.158,0.71,91.9
BAT008618,Tesla,NMC,77.78,983,48.25,0.5,0.83,33.52,4.5,0.563,0.45,77.74
BAT008619,Tesla,,73.98,453,24.56,1.653,0.5,49.8,1.0,0.043,4.64,86.26
BAT008620,Tesla,LFP,81.55,1691,19.04,1.539,1.462,49.72,8.0,0.196,1.54,85.77
BAT008621,Samsung SDI,LFP,78.06,625,22.12,0.678,0.758,59.63,4.5,0.029,0.73,95.58
BAT008622,Tesla,LFP,70.6,987,18.86,1.287,1.201,51.42,2.0,0.188,1.27,89.13
BAT008623,,NMC,102.47,696,21.32,1.545,1.7,82.35,2.8,0.069,0.72,90.9
BAT008624,BYD,NMC,80.9,925,18.64,2.169,0.691,55.68,0.1,0.555,7.41,75.76
BAT008625,Tesla,,86.58,1489,27.81,0.556,1.225,55.48,3.6,0.162,7.03,
BAT008626,CATL,LFP,91.1,297,18.98,,1.252,64.8,3.8,0.029,4.39,93.47
BAT008627,Panasonic,LFP,85.02,523,28.9,1.14,1.165,68.58,5.4,0.271,2.23,91.76
BAT008628,BYD,NCA,105.94,50,47.86,0.5,1.671,54.88,1.1,0.506,4.05,84.65
BAT008629,Panasonic,NMC,77.49,120,23.2,0.547,1.341,38.55,0.7,0.38,1.29,
BAT008630,CATL,LFP,74.9,600,13.93,1.547,0.952,53.67,5.4,0.238,3.49,88.37
BAT008631,CATL,NMC,65.26,899,39.73,0.927,1.441,39.74,4.7,,0.73,88.18
BAT008632,Panasonic,NMC,71.16,472,27.44,1.003,1.014,52.6,2.6,0.163,2.58,89.05
BAT008633,Tesla,NMC,64.03,96,24.09,1.668,,,10.7,0.577,2.55,87.31
BAT008634,LG Chem,NMC,85.16,487,22.38,0.873,,56.4,6.5,0.271,1.08,88.68
BAT008635,Panasonic,NCA,61.32,67,,0.713,1.663,53.84,3.0,0.499,2.92,89.21
BAT008636,BYD,NMC,76.11,794,22.63,0.537,1.494,56.99,4.0,0.449,3.87,81.23
BAT008637,BYD,NCA,83.39,579,19.54,0.5,1.85,86.13,8.6,0.333,0.11,88.03
BAT008638,LG Chem,NMC,77.25,699,19.61,2.156,0.827,85.67,2.9,0.112,0.2,93.5
BAT008639,CATL,NMC,61.56,255,29.1,0.5,1.864,34.05,4.6,0.089,1.26,92.48
BAT008640,CATL,NMC,85.48,504,31.8,0.5,1.561,48.08,0.2,0.316,0.45,88.83
BAT008641,BYD,NMC,73.72,276,23.42,1.852,0.99,58.57,8.9,0.436,2.03,92.23
BAT008642,LG Chem,NMC,40.0,1496,28.51,0.5,0.696,32.89,1.1,0.177,0.17,82.06
BAT008643,Panasonic,NMC,60.25,621,39.67,1.065,1.661,39.89,1.2,0.263,4.04,79.42
BAT008644,Panasonic,NMC,,734,19.12,1.376,0.704,59.81,0.6,0.106,0.87,89.4
BAT008645,,NCA,97.26,594,13.56,0.521,0.575,55.7,4.5,0.254,2.94,89.17
BAT008646,LG Chem,LFP,82.89,1010,30.83,1.11,0.575,62.76,1.5,0.333,8.44,76.81
BAT008647,LG Chem,LFP,86.76,1153,19.86,1.728,0.904,34.39,2.4,0.405,3.78,80.17
BAT008648,Tesla,NMC,63.33,360,21.31,1.903,0.5,68.71,4.2,0.052,4.71,91.88
BAT008649,BYD,,71.1,405,25.86,1.043,1.218,41.17,6.6,0.366,1.06,88.31
BAT008650,Panasonic,NMC,93.53,1582,33.67,0.814,1.383,41.14,0.8,0.271,0.73,80.13
BAT008651,Tesla,NCA,81.39,474,25.92,1.453,1.269,79.06,6.6,0.377,0.63,88.27
BAT008652,LG Chem,NMC,75.97,685,,0.562,0.985,74.58,4.7,0.134,0.88,91.95
BAT008653,Panasonic,NMC,72.2,1286,27.51,1.441,1.062,64.93,0.6,0.308,3.29,
BAT008654,CATL,LFP,92.62,358,26.62,1.601,1.38,64.26,1.0,0.075,2.46,95.31
BAT008655,Panasonic,NMC,91.83,486,18.98,,1.219,32.63,0.3,0.425,0.93,91.1
BAT008656,LG Chem,LFP,84.75,633,13.08,,0.963,54.04,7.9,0.392,5.25,
BAT008657,CATL,NMC,75.99,858,22.32,0.792,0.811,57.31,0.6,0.68,0.42,84.38
BAT008658,Panasonic,NMC,69.65,335,8.88,1.976,0.718,84.06,3.1,0.404,2.05,91.4
BAT008659,Tesla,LFP,85.4,799,12.49,0.988,1.201,76.24,0.9,0.516,0.56,89.44
BAT008660,Samsung SDI,NMC,58.47,548,15.54,1.538,1.12,52.43,1.3,0.529,2.14,86.74
BAT008661,LG Chem,NMC,61.58,143,16.23,0.907,1.084,40.38,17.5,0.259,1.6,94.68
BAT008662,LG Chem,NMC,53.23,686,36.3,0.593,,42.38,9.2,,1.4,89.02
BAT008663,Tesla,LFP,93.53,197,23.94,0.593,1.493,59.46,2.5,0.417,,95.23
BAT008664,LG Chem,NCA,64.19,886,4.91,1.243,,56.3,1.9,0.38,0.15,86.97
BAT008665,,LFP,81.06,449,26.46,1.769,1.271,45.92,,0.144,1.07,91.42
BAT008666,CATL,NCA,73.12,1516,14.23,1.064,0.982,54.56,7.6,0.252,1.46,74.55
BAT008667,CATL,NMC,118.46,1168,21.05,0.962,1.181,48.97,2.3,0.261,1.19,85.09
BAT008668,Tesla,NMC,81.63,926,23.4,0.904,0.964,,,0.127,0.29,86.88
BAT008669,Panasonic,NMC,47.07,919,24.07,0.965,1.307,66.68,8.6,0.094,0.96,90.32
BAT008670,BYD,LFP,92.63,528,28.35,2.459,1.104,39.3,2.3,0.752,0.37,88.47
BAT008671,Samsung SDI,NMC,69.19,793,31.48,2.155,1.152,65.69,,0.079,1.26,
BAT008672,Tesla,LFP,71.99,1026,27.59,0.739,0.738,44.24,0.5,0.347,0.1,91.6
BAT008673,,LFP,,552,37.33,0.524,1.019,66.46,2.4,0.237,0.46,89.0
BAT008674,Panasonic,NCA,77.93,191,28.07,1.276,0.5,54.85,,0.361,0.7,
BAT008675,Tesla,NMC,77.74,381,21.26,1.161,0.672,67.8,2.4,0.123,3.14,91.8
BAT008676,,NMC,65.32,351,33.99,,,81.62,1.1,0.368,0.25,88.98
BAT008677,Tesla,NMC,67.38,991,16.46,1.879,0.533,75.85,,0.398,3.13,
BAT008678,CATL,NMC,76.52,932,,1.246,1.516,50.34,7.4,0.287,0.92,78.53
BAT008679,,NCA,40.0,1132,23.95,1.204,1.439,45.51,4.3,0.653,0.35,79.52
BAT008680,Tesla,NMC,53.38,1764,18.99,0.826,1.341,49.0,7.4,0.366,0.55,76.96
BAT008681,Tesla,NCA,100.05,1926,26.47,1.571,0.78,67.37,0.7,0.06,5.11,68.18
BAT008682,BYD,NCA,79.92,1996,23.0,0.5,0.501,89.85,1.0,0.125,,74.3
BAT008683,Tesla,LFP,67.13,966,12.08,0.943,1.105,90.0,4.2,0.463,2.66,86.86
BAT008684,CATL,NMC,49.56,734,26.29,0.5,0.986,54.32,,0.068,4.86,84.01
BAT008685,Panasonic,NMC,,1118,17.77,0.612,0.846,39.86,2.3,0.517,0.33,80.85
BAT008686,CATL,NMC,89.78,1867,25.86,0.5,1.219,52.82,7.1,0.485,4.2,73.38
BAT008687,Panasonic,NMC,,856,24.11,0.5,1.254,50.96,6.3,0.212,3.21,82.18
BAT008688,Tesla,NMC,103.38,621,28.01,1.194,0.82,55.47,2.1,0.125,0.24,90.08
BAT008689,Panasonic,NMC,61.7,545,,1.134,1.317,43.12,1.7,0.253,2.94,87.31
BAT008690,Tesla,LFP,67.56,1988,18.06,1.87,1.116,35.97,1.3,0.272,7.12,72.89
BAT008691,LG Chem,NMC,52.93,108,25.75,1.532,0.5,73.32,0.7,0.604,0.29,93.41
BAT008692,CATL,NMC,62.38,285,45.18,0.5,1.026,68.15,0.6,0.172,1.11,88.72
BAT008693,Panasonic,NMC,71.81,791,-8.82,1.61,0.925,43.72,3.7,0.219,0.16,92.66
BAT008694,Tesla,NCA,69.49,250,21.92,1.625,1.404,56.07,1.4,0.015,,97.42
BAT008695,LG Chem,LFP,105.82,1499,-4.09,0.596,0.63,69.86,7.7,0.17,0.1,88.21
BAT008696,CATL,NMC,55.27,643,20.88,2.78,0.716,51.53,3.7,0.057,4.37,88.91
BAT008697,Samsung SDI,LFP,74.32,372,28.03,1.414,1.157,63.21,2.2,0.075,9.84,85.91
BAT008698,CATL,LFP,44.05,2269,25.36,0.873,1.374,60.63,10.4,0.451,0.1,
BAT008699,LG Chem,NCA,79.96,810,32.5,1.445,1.255,77.7,2.7,0.115,0.84,84.85
BAT008700,CATL,NMC,54.87,607,29.63,1.969,1.643,56.73,,0.268,,91.22
BAT008701,Samsung SDI,NCA,91.54,1264,21.65,1.108,1.372,,2.4,0.69,0.1,78.42
BAT008702,BYD,NMC,70.63,1100,14.49,,1.086,53.85,2.2,0.387,4.01,79.45
BAT008703,Panasonic,,53.97,641,17.52,0.5,1.116,57.71,0.9,0.176,1.9,88.74
BAT008704,Panasonic,NMC,43.46,729,27.07,1.145,0.785,40.38,3.1,0.04,3.48,87.68
BAT008705,Panasonic,NCA,60.32,50,24.64,1.571,0.5,44.88,3.4,0.355,0.26,91.84
BAT008706,LG Chem,NCA,78.59,829,25.19,1.147,1.714,51.04,14.8,0.192,0.85,
BAT008707,BYD,NMC,81.32,838,26.78,0.721,1.368,46.35,8.2,0.375,0.68,
BAT008708,LG Chem,NCA,67.52,653,19.27,0.942,0.5,59.91,0.2,0.326,3.92,82.64
BAT008709,Tesla,NMC,88.89,846,24.27,1.028,1.385,61.03,2.3,0.041,0.25,88.43
BAT008710,BYD,NMC,57.96,308,24.93,,1.644,52.47,0.2,0.158,0.26,92.31
BAT008711,BYD,,40.0,,14.94,0.646,0.703,63.27,2.9,0.148,4.64,86.52
BAT008712,Panasonic,NCA,79.24,1730,49.33,1.674,0.861,67.71,0.2,0.248,0.46,68.33
BAT008713,CATL,NMC,94.35,678,27.74,0.838,1.357,75.18,3.8,0.486,3.88,83.25
BAT008714,LG Chem,LFP,94.49,312,29.89,0.5,1.658,68.77,2.8,0.181,0.55,93.64
BAT008715,Samsung SDI,LFP,55.5,803,19.35,0.5,1.048,31.58,2.6,0.258,2.15,87.71
BAT008716,BYD,NCA,66.83,655,28.5,0.5,1.732,59.66,1.2,0.163,0.94,91.6
BAT008717,LG Chem,LFP,85.86,374,20.7,1.399,0.929,25.54,2.6,0.055,2.15,95.09
BAT008718,CATL,NMC,,540,18.85,0.634,0.5,59.88,4.4,0.119,1.63,89.66
BAT008719,Samsung SDI,,76.58,830,38.37,0.703,0.903,27.49,,0.069,0.3,87.26
BAT008720,LG Chem,NMC,64.25,447,22.09,1.125,1.346,81.29,0.6,0.019,0.59,95.5
BAT008721,Panasonic,LFP,58.66,874,14.68,0.5,1.446,76.27,2.8,0.225,1.15,
BAT008722,BYD,NMC,61.55,1079,-4.55,0.5,0.836,31.19,0.1,,1.89,81.43
BAT008723,Panasonic,NMC,89.34,2025,23.14,1.202,0.5,70.96,0.8,0.157,2.97,75.68
BAT008724,,NCA,75.21,577,31.39,1.315,0.556,58.11,0.1,0.239,1.7,87.82
BAT008725,BYD,NMC,94.08,643,22.49,1.068,1.316,65.57,0.5,0.363,0.72,84.81
BAT008726,BYD,LFP,82.81,827,27.65,1.357,0.567,51.77,2.2,0.367,0.47,89.18
BAT008727,LG Chem,,99.1,265,32.44,1.543,1.127,72.59,8.9,0.042,1.29,92.48
BAT008728,Panasonic,NMC,87.27,486,20.92,1.911,1.178,84.51,1.0,0.078,0.79,91.2
BAT008729,Panasonic,NMC,86.39,1346,27.04,1.201,0.5,83.57,2.5,0.575,,81.27
BAT008730,Panasonic,NMC,73.19,249,24.56,0.5,1.425,55.73,2.1,0.246,0.36,98.34
BAT008731,Tesla,NCA,120.0,199,26.58,0.789,1.028,74.8,3.0,0.247,2.9,90.76
BAT008732,BYD,NMC,76.69,570,,0.539,0.5,69.58,1.5,0.704,7.56,76.54
BAT008733,Panasonic,NMC,45.4,541,26.02,1.31,0.94,57.89,15.0,,2.31,90.03
BAT008734,LG Chem,LFP,79.02,510,23.0,0.5,0.641,50.79,3.8,0.236,0.83,95.21
BAT008735,LG Chem,LFP,60.27,1609,25.18,0.5,1.434,35.94,1.6,0.199,1.0,84.7
BAT008736,Samsung SDI,LFP,90.26,416,23.09,1.769,1.144,47.84,3.2,0.003,,96.85
BAT008737,LG Chem,NCA,85.89,606,41.32,0.5,0.504,48.12,1.0,0.2,0.52,83.36
BAT008738,Tesla,LFP,72.13,225,29.24,0.5,0.775,,7.0,0.439,2.21,
BAT008739,,NMC,61.68,1278,25.02,1.502,0.5,49.32,1.0,0.154,1.43,86.08
BAT008740,CATL,LFP,77.2,554,22.63,0.5,1.952,36.67,1.4,0.343,0.27,93.07
BAT008741,CATL,NMC,65.38,682,31.85,1.147,0.619,64.7,0.4,0.106,0.53,91.36
BAT008742,LG Chem,NMC,86.82,1065,19.29,0.695,0.83,41.8,2.6,0.515,3.71,78.64
BAT008743,LG Chem,NMC,83.34,549,16.02,0.999,0.664,81.55,,0.018,12.0,
BAT008744,Tesla,NMC,119.04,836,15.49,,1.379,36.16,1.5,0.287,3.6,82.72
BAT008745,LG Chem,NMC,68.32,599,34.08,0.5,0.5,64.78,4.0,0.051,9.78,79.3
BAT008746,LG Chem,NMC,70.45,842,33.72,1.344,1.042,43.76,1.4,0.546,1.69,83.07
BAT008747,Tesla,NMC,72.68,1465,26.12,1.934,0.841,47.37,0.5,0.045,2.52,81.02
BAT008748,,NCA,73.34,859,21.08,0.698,1.654,62.55,5.1,0.399,0.19,87.77
BAT008749,Tesla,NCA,90.41,1993,21.15,1.163,0.5,63.56,4.1,0.286,2.89,71.78
BAT008750,Tesla,LFP,70.85,,,0.5,1.596,54.42,17.3,0.568,3.55,85.71
BAT008751,CATL,LFP,104.59,435,49.67,1.144,0.932,41.36,6.0,0.025,1.98,
BAT008752,Tesla,NMC,83.73,584,27.4,1.032,0.528,51.73,3.7,0.303,8.22,83.75
BAT008753,Panasonic,NCA,67.71,433,21.92,,0.798,42.67,1.2,,0.14,96.18
BAT008754,Tesla,NMC,63.88,722,25.63,1.075,1.277,59.51,6.6,0.229,0.32,92.5
BAT008755,Samsung SDI,NMC,90.61,707,27.65,0.72,0.508,52.52,5.1,,2.58,90.5
BAT008756,BYD,NMC,75.43,1182,37.64,,1.244,70.41,3.4,0.227,1.49,80.85
BAT008757,Panasonic,NMC,75.14,,24.39,0.822,0.801,49.21,7.1,0.765,0.1,85.15
BAT008758,Panasonic,NMC,66.02,569,28.62,1.44,0.834,68.8,1.2,0.108,0.95,91.64
BAT008759,Panasonic,NMC,74.08,1012,22.5,0.936,0.5,53.91,5.7,0.133,0.22,88.42
BAT008760,LG Chem,NMC,65.42,1152,26.3,,,71.98,2.8,0.178,0.99,
BAT008761,Tesla,NMC,95.43,1618,27.39,1.26,0.827,72.34,,0.072,0.57,82.59
BAT008762,CATL,NMC,85.76,549,23.57,0.541,0.58,42.09,1.6,0.572,2.85,87.39
BAT008763,LG Chem,NCA,72.38,549,5.77,1.139,0.857,58.42,12.8,0.33,2.43,84.98
BAT008764,Samsung SDI,NMC,72.16,302,20.04,,0.573,10.0,2.0,0.434,1.03,90.24
BAT008765,Tesla,NMC,76.38,433,28.52,1.132,1.277,72.15,,0.072,0.52,93.78
BAT008766,BYD,LFP,74.92,514,25.39,0.5,1.117,58.79,20.1,0.297,,89.14
BAT008767,BYD,NCA,60.65,703,21.13,1.807,0.536,,3.9,0.188,0.29,86.03
BAT008768,Tesla,NMC,46.49,,24.18,2.174,0.696,63.58,8.4,0.096,0.65,90.58
BAT008769,LG Chem,NCA,63.03,151,34.15,1.045,0.532,38.61,4.9,0.101,1.3,92.05
BAT008770,Tesla,NMC,73.07,904,24.27,0.872,0.5,87.51,0.8,0.143,3.01,84.45
BAT008771,Panasonic,NMC,63.93,1997,27.99,1.106,0.5,79.34,4.9,0.257,0.4,75.53
BAT008772,Panasonic,NMC,87.29,996,27.97,1.125,0.734,53.58,1.1,0.38,0.98,82.98
BAT008773,CATL,,71.56,749,29.06,0.5,0.919,67.6,2.1,0.102,0.88,91.67
BAT008774,LG Chem,NMC,103.1,658,17.27,0.5,1.26,72.31,1.3,0.207,0.14,87.01
BAT008775,Samsung SDI,LFP,66.58,641,17.75,0.5,1.708,66.72,3.3,0.258,0.1,89.64
BAT008776,Tesla,NMC,77.11,217,19.76,0.5,0.6,43.65,0.5,0.174,1.96,96.18
BAT008777,Samsung SDI,LFP,70.67,1050,29.25,0.5,1.438,41.4,2.0,0.163,,82.33
BAT008778,Panasonic,NMC,81.6,255,,0.615,1.131,,0.3,0.154,3.24,91.5
BAT008779,BYD,NMC,90.99,983,26.48,1.191,0.669,47.7,0.1,0.515,4.37,82.72
BAT008780,Panasonic,LFP,84.12,714,24.15,1.284,1.276,67.6,3.2,0.035,1.5,90.24
BAT008781,Tesla,LFP,44.54,1824,15.73,1.11,0.983,58.43,2.6,0.437,3.22,79.38
BAT008782,BYD,NMC,82.5,955,20.8,0.5,1.532,58.2,0.3,0.231,2.97,83.85
BAT008783,Panasonic,LFP,59.84,,26.48,1.298,,32.33,3.8,0.472,2.56,80.44
BAT008784,CATL,LFP,,460,,0.5,0.5,35.01,1.9,0.129,0.1,95.05
BAT008785,CATL,NMC,85.34,926,26.25,1.323,0.875,35.18,1.6,0.076,0.72,87.82
BAT008786,LG Chem,NCA,58.2,1575,14.1,0.671,0.582,52.73,4.4,0.318,7.45,67.57
BAT008787,LG Chem,LFP,92.34,211,38.55,,0.773,,2.1,0.02,4.1,92.89
BAT008788,BYD,,69.7,712,10.39,1.352,1.086,64.92,,0.218,0.72,91.88
BAT008789,Tesla,NMC,107.56,499,15.87,,0.87,42.94,4.0,0.195,1.05,87.89
BAT008790,CATL,NMC,76.03,228,18.2,1.093,0.5,79.2,2.0,0.469,3.21,89.28
BAT008791,Samsung SDI,NMC,100.58,1416,12.1,0.5,0.5,64.04,1.2,0.057,0.68,84.03
BAT008792,Tesla,NMC,92.97,700,19.39,0.853,1.997,67.8,0.9,0.034,6.37,81.88
BAT008793,Tesla,NMC,65.83,744,26.94,1.553,0.845,48.54,8.9,0.106,0.74,
BAT008794,BYD,LFP,55.47,939,33.16,0.881,1.452,48.09,1.0,0.512,0.35,87.92
BAT008795,LG Chem,NMC,76.7,874,21.25,0.5,1.083,65.2,4.8,0.098,2.34,89.42
BAT008796,LG Chem,LFP,66.26,402,20.4,0.5,2.478,36.35,0.8,0.357,1.74,
BAT008797,Tesla,NMC,98.7,529,24.16,0.522,0.793,66.57,1.1,0.311,0.5,92.85
BAT008798,LG Chem,,71.3,322,23.12,1.465,0.513,53.9,1.9,0.105,0.18,96.69
BAT008799,Tesla,LFP,70.49,826,17.91,0.5,0.978,57.49,,0.285,,89.03
BAT008800,LG Chem,LFP,54.06,550,28.79,0.921,1.326,71.41,4.1,0.578,,
BAT008801,BYD,NMC,81.29,472,22.94,0.98,1.096,73.98,1.8,0.16,1.74,91.48
BAT008802,Panasonic,NMC,57.39,1090,6.21,0.868,0.626,,2.4,,0.61,88.53
BAT008803,LG Chem,NMC,81.64,895,21.02,0.561,,90.0,0.1,0.024,2.09,91.49
BAT008804,Samsung SDI,,83.7,436,41.46,1.069,0.584,55.39,0.8,,1.9,92.64
BAT008805,CATL,NMC,63.75,765,30.42,0.9,1.033,32.95,4.3,0.448,,81.45
BAT008806,BYD,LFP,89.35,492,22.62,2.367,1.26,50.2,4.6,0.239,4.1,89.98
BAT008807,LG Chem,LFP,70.88,1613,7.95,0.566,1.046,57.23,0.4,0.379,2.49,77.44
BAT008808,BYD,NMC,52.93,479,13.07,1.191,1.574,53.65,7.6,0.151,0.1,93.57
BAT008809,Tesla,NMC,98.18,879,25.61,0.5,1.588,55.13,2.8,0.368,5.02,81.62
BAT008810,Tesla,NMC,61.15,732,22.97,1.494,1.02,,1.2,0.012,0.83,92.52
BAT008811,Panasonic,NMC,82.61,554,16.94,1.412,0.957,58.88,3.9,0.167,0.19,92.76
BAT008812,,NMC,81.39,1225,24.08,0.873,0.5,82.41,4.2,0.287,8.34,73.25
BAT008813,BYD,NMC,,1093,19.79,0.5,1.175,21.09,1.2,0.241,0.2,85.83
BAT008814,Panasonic,LFP,80.58,1247,20.51,1.046,1.08,51.39,,0.095,0.57,88.6
BAT008815,,NMC,60.45,658,23.79,1.408,1.469,90.0,2.8,0.27,1.85,88.24
BAT008816,CATL,NCA,100.37,526,17.89,1.21,1.794,59.87,7.0,0.651,0.41,
BAT008817,CATL,NMC,89.34,347,15.3,0.965,0.72,44.02,9.9,0.079,0.31,93.37
BAT008818,Panasonic,NMC,82.13,1455,15.52,0.628,0.628,,3.6,0.417,0.47,82.69
BAT008819,CATL,LFP,55.01,783,22.16,1.43,1.442,41.36,20.2,0.607,0.91,87.31
BAT008820,Panasonic,LFP,60.32,587,-4.58,0.636,0.622,49.18,1.7,0.219,1.78,94.0
BAT008821,Tesla,NMC,84.86,442,40.33,0.5,0.606,61.42,2.2,0.278,1.59,86.7
BAT008822,Samsung SDI,LFP,44.94,863,31.53,1.634,1.335,41.41,0.0,0.041,0.56,85.6
BAT008823,Tesla,NCA,80.08,475,30.04,0.5,1.486,66.59,0.4,0.479,0.4,85.32
BAT008824,Tesla,LFP,55.03,430,18.8,1.36,1.554,54.83,10.0,0.448,2.89,88.81
BAT008825,BYD,NMC,61.98,1097,19.06,0.5,1.396,90.0,0.4,0.192,2.15,85.89
BAT008826,Panasonic,,53.83,1835,15.09,0.944,0.823,67.23,2.7,0.644,1.86,76.53
BAT008827,CATL,,78.69,66,37.87,1.771,1.453,76.02,8.4,,0.1,93.22
BAT008828,Panasonic,LFP,91.75,291,34.4,1.235,0.708,67.0,5.4,0.161,0.83,91.6
BAT008829,LG Chem,LFP,80.22,339,29.71,1.614,1.435,54.86,0.7,0.159,1.02,
BAT008830,Panasonic,NCA,81.87,746,48.52,1.287,1.646,37.6,4.4,0.448,,76.23
BAT008831,Panasonic,NMC,77.52,799,,0.5,0.605,27.04,0.7,0.36,0.1,89.59
BAT008832,LG Chem,NMC,85.24,493,28.54,,0.713,81.84,5.0,0.627,0.1,87.8
BAT008833,BYD,NMC,82.01,631,36.18,0.826,,36.14,15.7,0.148,0.98,85.32
BAT008834,LG Chem,NMC,40.0,645,29.5,1.715,1.37,32.69,3.3,0.311,0.39,85.15
BAT008835,Samsung SDI,NMC,88.59,611,17.21,,1.09,54.64,0.6,0.52,3.14,85.1
BAT008836,Tesla,LFP,87.02,346,19.64,1.136,1.065,67.08,1.4,0.568,2.57,93.22
BAT008837,LG Chem,NMC,69.57,640,28.28,0.593,1.766,59.24,0.7,0.089,0.1,90.74
BAT008838,CATL,LFP,45.39,426,18.95,0.52,0.5,86.39,11.9,0.442,,85.35
BAT008839,Samsung SDI,LFP,78.64,,21.7,1.827,1.245,68.73,1.9,0.316,0.5,
BAT008840,Tesla,NMC,79.9,421,35.57,1.246,0.5,52.88,1.9,0.063,0.24,92.27
BAT008841,CATL,NCA,,218,22.8,0.613,0.997,51.85,,0.072,2.66,92.74
BAT008842,,NMC,77.8,503,13.97,1.246,0.5,71.67,0.2,0.379,1.2,92.28
BAT008843,Panasonic,LFP,91.08,1087,45.2,1.89,1.033,55.09,6.1,0.218,2.56,80.77
BAT008844,BYD,LFP,110.96,846,32.61,0.728,1.581,39.49,1.2,0.173,2.22,86.53
BAT008845,Tesla,NMC,,687,24.55,0.5,1.393,48.15,12.7,0.366,0.29,
BAT008846,BYD,NMC,80.01,554,24.95,0.53,0.5,49.56,14.2,0.152,0.46,
BAT008847,Samsung SDI,NMC,62.64,241,10.11,1.096,1.385,59.28,4.0,0.281,2.1,93.51
BAT008848,CATL,LFP,67.48,1266,22.25,0.522,1.254,57.69,,0.026,1.38,
BAT008849,LG Chem,LFP,72.96,496,19.79,0.632,0.82,69.72,2.2,0.25,2.09,
BAT008850,Tesla,NMC,92.67,819,25.68,0.5,1.239,43.64,7.0,0.419,1.76,83.13
BAT008851,Samsung SDI,LFP,87.28,764,36.39,0.5,0.773,36.8,4.9,0.42,2.3,89.13
BAT008852,LG Chem,NMC,103.94,830,28.08,0.714,0.731,38.49,0.2,0.606,1.04,84.06
BAT008853,Tesla,NMC,52.65,1066,39.21,1.92,1.042,54.44,1.9,0.238,4.57,77.54
BAT008854,CATL,NCA,55.14,787,15.23,0.5,0.5,30.22,3.8,0.087,0.41,86.67
BAT008855,LG Chem,NMC,91.53,697,14.2,1.232,1.471,27.01,12.8,0.131,2.63,89.17
BAT008856,Tesla,NCA,96.73,799,33.69,0.5,1.051,69.05,1.1,0.257,2.1,79.85
BAT008857,Panasonic,,75.5,337,25.73,0.5,0.604,67.06,0.2,0.651,,89.34
BAT008858,Tesla,NCA,40.0,713,28.27,1.597,0.678,51.43,3.1,0.356,0.58,83.56
BAT008859,CATL,NMC,63.85,638,24.81,0.689,0.863,48.09,0.8,0.32,9.86,77.88
BAT008860,CATL,NMC,80.03,955,26.37,0.5,0.944,67.42,0.5,0.388,3.45,81.41
BAT008861,LG Chem,NMC,61.51,2002,29.82,0.921,0.918,53.73,0.9,0.409,0.36,73.4
BAT008862,BYD,LFP,77.78,645,26.77,1.386,0.818,48.34,,0.231,1.17,89.79
BAT008863,BYD,LFP,103.48,,21.0,0.735,1.184,53.72,0.7,0.033,0.89,92.41
BAT008864,CATL,NMC,96.39,975,41.31,0.632,1.628,63.21,2.7,0.29,2.71,81.94
